iter	Passed	Remaining
3232	15762	17123
3233	15766	17116
3234	15769	17110
3235	15773	17103
3236	15776	17097
3237	15779	17090
3238	15783	17084
3239	15785	17077
3240	15789	17070
3241	15792	17063
3242	15795	17057
3243	15798	17049
3244	15801	17043
3245	15804	17036
3246	15808	17030
3247	15811	17023
3248	15814	17016
3249	15816	17008
3250	15820	17002
3251	15823	16995
3252	15826	16989
3253	15830	16983
3254	15833	16976
3255	15837	16970
3256	15840	16963
3257	15843	16956
3258	15846	16949
3259	15850	16944
3260	15853	16937
3261	15857	16931
3262	15859	16924
3263	15863	16917
3264	15867	16912
3265	15870	16905
3266	15874	16899
3267	15876	16892
3268	15880	16885
3269	15883	16879
3270	15886	16872
3271	15889	16865
3272	15892	16859
3273	15896	16853
3274	15899	16846
3275	15903	16840
3276	15906	16833
3277	15909	16827
3278	15912	16820
3279	15916	16814
3280	15919	16807
3281	15922	16800
3282	15926	16795
3283	15929	16788
3284	15932	16781
3285	15936	16775
3286	15941	16770
3287	15943	16763
3288	15946	16756
3289	15950	16750
3290	15953	16743
3291	15956	16736
3292	15959	16730
3293	15962	16723
3294	15965	16717
3295	15969	16710
3296	15972	16703
3297	15976	16698
3298	15979	16691
3299	15982	16685
3300	15986	16678
3301	15990	16673
3302	15993	16666
3303	15996	16659
3304	16000	16653
3305	16004	16647
3306	16007	16642
3307	16011	16636
3308	16015	16629
3309	16017	16622
3310	16020	16616
3311	16024	16610
3312	16028	16604
3313	16031	16597
3314	16036	16592
3315	16039	16586
3316	16042	16579
3317	16045	16572
3318	16049	16566
3319	16053	16560
3320	16056	16554
3321	16060	16548
3322	16063	16542
3323	16067	16536
3324	16070	16529
3325	16073	16523
3326	16078	16518
3327	16082	16512
3328	16085	16505
3329	16089	16500
3330	16093	16494
3331	16095	16487
3332	16100	16481
3333	16103	16475
3334	16106	16469
3335	16110	16462
3336	16114	16456
3337	16117	16450
3338	16120	16443
3339	16123	16437
3340	16126	16430
3341	16130	16425
3342	16134	16419
3343	16137	16412
3344	16140	16406
3345	16144	16400
3346	16148	16394
3347	16152	16388
3348	16156	16383
3349	16160	16377
3350	16164	16371
3351	16167	16365
3352	16172	16360
3353	16175	16353
3354	16178	16347
3355	16182	16341
3356	16185	16335
3357	16188	16328
3358	16191	16321
3359	16194	16315
3360	16197	16308
3361	16201	16302
3362	16204	16296
3363	16207	16289
3364	16210	16282
3365	16214	16276
3366	16217	16270
3367	16220	16263
3368	16224	16257
3369	16227	16251
3370	16231	16245
3371	16233	16238
3372	16237	16233
3373	16241	16226
3374	16244	16220
3375	16247	16214
3376	16251	16207
3377	16253	16201
3378	16258	16195
3379	16261	16189
3380	16264	16183
3381	16269	16177
3382	16273	16172
3383	16277	16167
3384	16280	16160
3385	16284	16154
3386	16287	16147
3387	16290	16141
3388	16294	16135
3389	16298	16129
3390	16301	16123
3391	16304	16117
3392	16307	16110
3393	16311	16104
3394	16314	16098
3395	16318	16092
3396	16321	16086
3397	16326	16081
3398	16329	16075
3399	16333	16069
3400	16336	16062
3401	16340	16056
3402	16343	16051
3403	16348	16046
3404	16352	16039
3405	16354	16033
3406	16358	16026
3407	16360	16020
3408	16363	16013
3409	16367	16007
3410	16371	16002
3411	16374	15995
3412	16378	15989
3413	16381	15983
3414	16385	15977
3415	16388	15970
3416	16391	15964
3417	16395	15958
3418	16398	15952
3419	16402	15947
3420	16405	15940
3421	16408	15934
3422	16412	15927
3423	16415	15921
3424	16419	15915
3425	16422	15909
3426	16425	15902
3427	16432	15899
3428	16434	15892
3429	16437	15886
3430	16440	15879
3431	16443	15873
3432	16447	15867
3433	16450	15861
3434	16454	15855
3435	16457	15848
3436	16460	15842
3437	16463	15836
3438	16467	15830
3439	16469	15823
3440	16472	15816
3441	16476	15811
3442	16479	15804
3443	16482	15797
3444	16484	15790
3445	16487	15784
3446	16490	15777
3447	16495	15773
3448	16499	15767
3449	16502	15761
3450	16506	15755
3451	16510	15749
3452	16513	15743
3453	16517	15738
3454	16521	15732
3455	16525	15726
3456	16529	15721
3457	16532	15714
3458	16536	15709
3459	16539	15702
3460	16543	15697
3461	16546	15691
3462	16550	15685
3463	16553	15679
3464	16557	15673
3465	16560	15667
3466	16564	15661
3467	16567	15655
3468	16571	15649
3469	16575	15643
3470	16579	15638
3471	16584	15633
3472	16587	15627
3473	16591	15622
3474	16595	15616
3475	16599	15610
3476	16602	15604
3477	16606	15598
3478	16609	15592
3479	16612	15586
3480	16616	15581
3481	16620	15574
3482	16623	15569
3483	16627	15563
3484	16631	15557
3485	16636	15552
3486	16639	15546
3487	16644	15541
3488	16648	15536
3489	16651	15530
3490	16654	15523
3491	16657	15517
3492	16661	15511
3493	16664	15505
3494	16668	15500
3495	16672	15494
3496	16676	15488
3497	16678	15482
3498	16681	15475
3499	16684	15469
3500	16688	15463
3501	16691	15457
3502	16695	15451
3503	16698	15445
3504	16701	15438
3505	16704	15432
3506	16707	15426
3507	16711	15420
3508	16714	15414
3509	16717	15407
3510	16721	15402
3511	16725	15396
3512	16728	15390
3513	16731	15384
3514	16735	15378
3515	16738	15372
3516	16741	15365
3517	16744	15359
3518	16747	15352
3519	16750	15346
3520	16753	15340
3521	16756	15334
3522	16760	15328
3523	16763	15321
3524	16766	15315
3525	16769	15309
3526	16772	15302
3527	16775	15296
3528	16779	15291
3529	16782	15285
3530	16785	15278
3531	16788	15271
3532	16790	15265
3533	16794	15259
3534	16797	15253
3535	16800	15246
3536	16803	15240
3537	16805	15233
3538	16809	15227
3539	16811	15220
3540	16814	15214
3541	16818	15208
3542	16820	15201
3543	16824	15195
3544	16827	15189
3545	16830	15183
3546	16833	15176
3547	16835	15170
3548	16838	15164
3549	16842	15157
3550	16845	15151
3551	16848	15145
3552	16851	15139
3553	16855	15133
3554	16859	15128
3555	16862	15122
3556	16865	15116
3557	16869	15110
3558	16872	15104
3559	16875	15098
3560	16879	15092
3561	16884	15087
3562	16887	15081
3563	16890	15075
3564	16892	15068
3565	16896	15063
3566	16900	15057
3567	16903	15050
3568	16906	15044
3569	16909	15038
3570	16912	15031
3571	16915	15026
3572	16918	15020
3573	16921	15013
3574	16925	15007
3575	16928	15001
3576	16931	14995
3577	16935	14989
3578	16938	14983
3579	16941	14977
3580	16944	14971
3581	16947	14965
3582	16951	14959
3583	16954	14953
3584	16956	14946
3585	16960	14940
3586	16963	14934
3587	16966	14928
3588	16969	14922
3589	16972	14915
3590	16975	14909
3591	16978	14903
3592	16981	14897
3593	16985	14891
3594	16988	14885
3595	16991	14879
3596	16994	14873
3597	16998	14867
3598	17002	14862
3599	17005	14856
3600	17008	14850
3601	17012	14844
3602	17015	14838
3603	17018	14832
3604	17021	14826
3605	17024	14819
3606	17027	14813
3607	17030	14807
3608	17033	14801
3609	17037	14795
3610	17040	14789
3611	17043	14783
3612	17046	14776
3613	17049	14770
3614	17052	14764
3615	17055	14758
3616	17058	14752
3617	17061	14746
3618	17064	14739
3619	17067	14733
3620	17070	14727
3621	17074	14721
3622	17077	14715
3623	17080	14709
3624	17083	14703
3625	17085	14696
3626	17088	14689
3627	17091	14683
3628	17093	14677
3629	17096	14670
3630	17099	14664
3631	17102	14658
3632	17105	14652
3633	17107	14645
3634	17110	14639
3635	17113	14632
3636	17116	14626
3637	17118	14620
3638	17121	14613
3639	17124	14607
3640	17127	14601
3641	17130	14594
3642	17132	14588
3643	17135	14582
3644	17138	14576
3645	17141	14569
3646	17143	14563
3647	17146	14556
3648	17149	14550
3649	17151	14543
3650	17154	14537
3651	17157	14531
3652	17160	14525
3653	17163	14518
3654	17166	14512
3655	17168	14506
3656	17171	14499
3657	17174	14493
3658	17177	14487
3659	17180	14481
3660	17183	14475
3661	17186	14469
3662	17189	14462
3663	17192	14456
3664	17195	14450
3665	17198	14444
3666	17201	14438
3667	17205	14433
3668	17208	14427
3669	17212	14422
3670	17216	14416
3671	17218	14409
3672	17221	14403
3673	17224	14397
3674	17227	14391
3675	17230	14385
3676	17233	14379
3677	17236	14373
3678	17238	14366
3679	17241	14360
3680	17244	14354
3681	17247	14348
3682	17250	14341
3683	17253	14335
3684	17255	14329
3685	17258	14322
3686	17260	14316
3687	17264	14310
3688	17266	14303
3689	17270	14298
3690	17272	14291
3691	17275	14285
3692	17277	14279
3693	17281	14273
3694	17284	14267
3695	17286	14260
3696	17289	14254
3697	17292	14248
3698	17295	14242
3699	17298	14236
3700	17302	14230
3701	17305	14225
3702	17309	14219
3703	17313	14214
3704	17316	14208
3705	17319	14202
3706	17322	14196
3707	17325	14190
3708	17327	14183
3709	17330	14177
3710	17333	14171
3711	17335	14164
3712	17338	14158
3713	17341	14152
3714	17344	14146
3715	17347	14140
3716	17349	14133
3717	17352	14127
3718	17355	14121
3719	17358	14115
3720	17361	14109
3721	17364	14103
3722	17367	14097
3723	17370	14091
3724	17373	14085
3725	17375	14078
3726	17378	14072
3727	17381	14066
3728	17384	14060
3729	17387	14054
3730	17390	14048
3731	17393	14042
3732	17396	14036
3733	17399	14030
3734	17402	14024
3735	17405	14018
3736	17407	14012
3737	17410	14005
3738	17413	13999
3739	17416	13993
3740	17419	13987
3741	17421	13980
3742	17423	13974
3743	17428	13969
3744	17431	13963
3745	17435	13958
3746	17438	13952
3747	17441	13946
3748	17444	13941
3749	17448	13935
3750	17453	13930
3751	17456	13925
3752	17459	13919
3753	17462	13913
3754	17466	13907
3755	17469	13901
3756	17471	13895
3757	17475	13889
3758	17478	13883
3759	17481	13878
3760	17483	13871
3761	17486	13865
3762	17489	13859
3763	17491	13853
3764	17494	13846
3765	17496	13840
3766	17498	13833
3767	17501	13827
3768	17505	13822
3769	17508	13816
3770	17510	13810
3771	17513	13804
3772	17516	13797
3773	17519	13792
3774	17522	13786
3775	17525	13779
3776	17527	13773
3777	17530	13767
3778	17533	13761
3779	17536	13755
3780	17539	13749
3781	17542	13743
3782	17544	13737
3783	17547	13730
3784	17549	13724
3785	17552	13718
3786	17555	13712
3787	17558	13706
3788	17560	13700
3789	17563	13693
3790	17566	13688
3791	17569	13682
3792	17571	13675
3793	17574	13669
3794	17578	13664
3795	17580	13657
3796	17583	13651
3797	17586	13646
3798	17589	13640
3799	17592	13633
3800	17594	13627
3801	17597	13621
3802	17600	13615
3803	17603	13609
3804	17605	13603
3805	17608	13597
3806	17611	13591
3807	17615	13586
3808	17618	13580
3809	17621	13574
3810	17624	13568
3811	17626	13562
3812	17629	13556
3813	17631	13549
3814	17634	13543
3815	17637	13537
3816	17640	13531
3817	17643	13525
3818	17646	13519
3819	17649	13514
3820	17652	13508
3821	17654	13502
3822	17657	13495
3823	17660	13490
3824	17664	13484
3825	17667	13478
3826	17670	13473
3827	17673	13467
3828	17675	13461
3829	17678	13455
3830	17681	13449
3831	17684	13443
3832	17688	13438
3833	17691	13432
3834	17694	13426
3835	17698	13421
3836	17701	13415
3837	17705	13410
3838	17709	13405
3839	17711	13399
3840	17715	13393
3841	17718	13387
3842	17721	13382
3843	17725	13377
3844	17728	13371
3845	17731	13365
3846	17734	13360
3847	17738	13354
3848	17740	13348
3849	17743	13342
3850	17745	13335
3851	17747	13329
3852	17750	13323
3853	17753	13317
3854	17756	13311
3855	17758	13305
3856	17762	13299
3857	17765	13294
3858	17769	13289
3859	17772	13283
3860	17775	13277
3861	17778	13271
3862	17781	13265
3863	17783	13259
3864	17786	13253
3865	17789	13247
3866	17791	13241
3867	17797	13237
3868	17800	13231
3869	17802	13225
3870	17805	13219
3871	17808	13213
3872	17811	13207
3873	17814	13201
3874	17816	13195
3875	17819	13190
3876	17822	13183
3877	17825	13178
3878	17827	13172
3879	17830	13166
3880	17834	13160
3881	17837	13155
3882	17839	13149
3883	17842	13142
3884	17845	13137
3885	17848	13131
3886	17851	13125
3887	17854	13120
3888	17858	13114
3889	17860	13108
3890	17862	13102
3891	17865	13096
3892	17868	13090
3893	17872	13085
3894	17874	13079
3895	17877	13073
3896	17880	13067
3897	17883	13061
3898	17886	13055
3899	17888	13049
3900	17891	13044
3901	17894	13038
3902	17898	13032
3903	17900	13026
3904	17903	13020
3905	17906	13014
3906	17909	13008
3907	17911	13002
3908	17914	12996
3909	17917	12991
3910	17919	12985
3911	17922	12979
3912	17924	12973
3913	17927	12967
3914	17930	12961
3915	17933	12955
3916	17936	12949
3917	17939	12943
3918	17941	12937
3919	17944	12931
3920	17947	12926
3921	17950	12920
3922	17952	12914
3923	17955	12908
3924	17958	12902
3925	17960	12896
3926	17964	12891
3927	17967	12885
3928	17970	12879
3929	17973	12873
3930	17975	12867
3931	17979	12862
3932	17982	12856
3933	17984	12850
3934	17987	12845
3935	17990	12839
3936	17993	12833
3937	17996	12827
3938	17998	12821
3939	18001	12815
3940	18004	12810
3941	18008	12805
3942	18010	12799
3943	18013	12793
3944	18017	12787
3945	18020	12782
3946	18024	12777
3947	18040	12780
3948	18043	12775
3949	18047	12770
3950	18050	12764
3951	18053	12759
3952	18056	12753
3953	18059	12747
3954	18062	12741
3955	18065	12736
3956	18068	12730
3957	18072	12725
3958	18075	12720
3959	18078	12714
3960	18080	12708
3961	18084	12702
3962	18087	12697
3963	18090	12691
3964	18093	12686
3965	18096	12680
3966	18099	12674
3967	18102	12669
3968	18105	12663
3969	18108	12657
3970	18110	12651
3971	18113	12645
3972	18115	12639
3973	18118	12633
3974	18121	12628
3975	18124	12622
3976	18127	12616
3977	18130	12611
3978	18133	12605
3979	18136	12599
3980	18138	12593
3981	18141	12587
3982	18144	12582
3983	18146	12576
3984	18149	12570
3985	18151	12563
3986	18154	12557
3987	18156	12551
3988	18159	12546
3989	18162	12540
3990	18165	12535
3991	18168	12529
3992	18170	12523
3993	18173	12517
3994	18176	12511
3995	18179	12506
3996	18181	12500
3997	18184	12494
3998	18187	12488
3999	18189	12482
4000	18193	12477
4001	18195	12471
4002	18199	12466
4003	18202	12460
4004	18205	12455
4005	18208	12449
4006	18211	12443
4007	18214	12438
4008	18217	12432
4009	18220	12427
4010	18223	12421
4011	18226	12416
4012	18229	12410
4013	18232	12404
4014	18235	12398
4015	18237	12393
4016	18240	12387
4017	18243	12381
4018	18246	12376
4019	18249	12370
4020	18252	12364
4021	18254	12358
4022	18256	12352
4023	18259	12347
4024	18262	12341
4025	18265	12335
4026	18268	12330
4027	18271	12324
4028	18274	12319
4029	18277	12313
4030	18280	12307
4031	18283	12302
4032	18285	12296
4033	18288	12290
4034	18291	12284
4035	18294	12279
4036	18296	12273
4037	18300	12268
4038	18302	12262
4039	18305	12256
4040	18307	12250
4041	18310	12244
4042	18313	12239
4043	18316	12233
4044	18319	12228
4045	18322	12222
4046	18326	12217
4047	18329	12212
4048	18332	12206
4049	18335	12201
4050	18338	12195
4051	18341	12189
4052	18343	12184
4053	18346	12178
4054	18349	12172
4055	18352	12167
4056	18356	12161
4057	18359	12156
4058	18362	12151
4059	18365	12145
4060	18367	12139
4061	18371	12134
4062	18374	12129
4063	18377	12123
4064	18380	12117
4065	18383	12112
4066	18386	12107
4067	18389	12101
4068	18391	12095
4069	18396	12090
4070	18398	12085
4071	18401	12079
4072	18404	12073
4073	18407	12068
4074	18410	12063
4075	18413	12057
4076	18416	12051
4077	18419	12046
4078	18422	12040
4079	18425	12035
4080	18428	12030
4081	18431	12024
4082	18435	12019
4083	18438	12013
4084	18441	12008
4085	18445	12003
4086	18447	11997
4087	18450	11992
4088	18453	11986
4089	18456	11981
4090	18459	11975
4091	18461	11969
4092	18468	11966
4093	18470	11960
4094	18473	11954
4095	18476	11949
4096	18479	11943
4097	18482	11938
4098	18485	11932
4099	18489	11927
4100	18492	11922
4101	18496	11917
4102	18498	11911
4103	18501	11905
4104	18503	11900
4105	18505	11894
4106	18508	11888
4107	18511	11882
4108	18515	11877
4109	18518	11872
4110	18521	11867
4111	18524	11861
4112	18527	11856
4113	18530	11850
4114	18533	11845
4115	18536	11839
4116	18539	11834
4117	18542	11828
4118	18544	11822
4119	18547	11817
4120	18550	11811
4121	18552	11805
4122	18557	11801
4123	18559	11795
4124	18562	11790
4125	18565	11784
4126	18568	11778
4127	18571	11773
4128	18574	11768
4129	18577	11762
4130	18580	11757
4131	18583	11751
4132	18586	11746
4133	18588	11740
4134	18591	11734
4135	18594	11729
4136	18597	11723
4137	18599	11718
4138	18602	11712
4139	18605	11707
4140	18608	11701
4141	18611	11696
4142	18615	11691
4143	18617	11685
4144	18620	11679
4145	18623	11674
4146	18626	11669
4147	18629	11663
4148	18632	11657
4149	18634	11652
4150	18637	11646
4151	18640	11641
4152	18643	11636
4153	18646	11630
4154	18648	11624
4155	18651	11619
4156	18654	11613
4157	18657	11608
4158	18660	11602
4159	18663	11597
4160	18666	11591
4161	18669	11586
4162	18672	11581
4163	18675	11575
4164	18678	11570
4165	18681	11565
4166	18684	11559
4167	18687	11554
4168	18691	11549
4169	18694	11544
4170	18697	11538
4171	18700	11533
4172	18704	11528
4173	18707	11522
4174	18710	11517
4175	18713	11512
4176	18716	11506
4177	18720	11501
4178	18722	11496
4179	18725	11490
4180	18728	11485
4181	18730	11479
4182	18734	11474
4183	18737	11468
4184	18740	11463
4185	18743	11458
4186	18746	11452
4187	18749	11447
4188	18752	11441
4189	18755	11436
4190	18758	11431
4191	18760	11425
4192	18763	11420
4193	18766	11414
4194	18769	11409
4195	18771	11403
4196	18774	11398
4197	18778	11392
4198	18780	11387
4199	18783	11381
4200	18786	11376
4201	18789	11371
4202	18792	11365
4203	18795	11360
4204	18797	11354
4205	18800	11348
4206	18803	11343
4207	18805	11338
4208	18809	11333
4209	18813	11328
4210	18816	11322
4211	18819	11317
4212	18822	11312
4213	18825	11306
4214	18828	11301
4215	18831	11295
4216	18833	11290
4217	18836	11284
4218	18839	11279
4219	18842	11274
4220	18845	11269
4221	18848	11263
4222	18850	11257
4223	18854	11252
4224	18857	11247
4225	18859	11241
4226	18862	11236
4227	18865	11230
4228	18868	11225
4229	18871	11220
4230	18874	11214
4231	18877	11209
4232	18880	11204
4233	18883	11198
4234	18886	11193
4235	18889	11188
4236	18891	11182
4237	18894	11177
4238	18897	11171
4239	18900	11166
4240	18904	11161
4241	18907	11156
4242	18910	11151
4243	18913	11145
4244	18916	11140
4245	18919	11135
4246	18922	11129
4247	18925	11124
4248	18928	11119
4249	18932	11114
4250	18935	11109
4251	18938	11104
4252	18941	11098
4253	18944	11093
4254	18947	11087
4255	18950	11082
4256	18954	11077
4257	18957	11072
4258	18960	11067
4259	18963	11062
4260	18966	11056
4261	18969	11051
4262	18972	11046
4263	18975	11040
4264	18978	11035
4265	18981	11030
4266	18984	11025
4267	18987	11019
4268	18990	11014
4269	18994	11009
4270	18997	11004
4271	19000	10999
4272	19003	10993
4273	19006	10988
4274	19009	10983
4275	19013	10978
4276	19016	10972
4277	19018	10967
4278	19021	10962
4279	19025	10957
4280	19027	10951
4281	19030	10946
4282	19032	10940
4283	19035	10935
4284	19038	10930
4285	19042	10925
4286	19045	10919
4287	19047	10914
4288	19050	10909
4289	19053	10903
4290	19055	10897
4291	19058	10892
4292	19061	10887
4293	19063	10881
4294	19066	10876
4295	19070	10871
4296	19073	10866
4297	19075	10860
4298	19078	10855
4299	19081	10849
4300	19084	10844
4301	19087	10839
4302	19090	10834
4303	19093	10828
4304	19096	10823
4305	19099	10818
4306	19102	10813
4307	19105	10807
4308	19108	10802
4309	19110	10796
4310	19113	10791
4311	19120	10788
4312	19123	10783
4313	19126	10777
4314	19129	10772
4315	19132	10767
4316	19135	10762
4317	19138	10757
4318	19142	10752
4319	19145	10747
4320	19147	10741
4321	19150	10736
4322	19152	10730
4323	19155	10724
4324	19158	10719
4325	19160	10713
4326	19162	10708
4327	19165	10702
4328	19168	10697
4329	19171	10692
4330	19174	10687
4331	19177	10682
4332	19180	10677
4333	19183	10671
4334	19186	10666
4335	19189	10661
4336	19192	10656
4337	19195	10650
4338	19198	10645
4339	19201	10640
4340	19204	10635
4341	19208	10630
4342	19211	10625
4343	19214	10619
4344	19217	10614
4345	19219	10609
4346	19223	10604
4347	19226	10599
4348	19228	10593
4349	19231	10588
4350	19234	10583
4351	19237	10577
4352	19240	10572
4353	19242	10567
4354	19246	10562
4355	19248	10556
4356	19251	10551
4357	19254	10546
4358	19256	10540
4359	19259	10535
4360	19262	10529
4361	19264	10524
4362	19267	10519
4363	19270	10514
4364	19273	10508
4365	19276	10503
4366	19279	10498
4367	19281	10492
4368	19284	10487
4369	19288	10482
4370	19291	10477
4371	19295	10472
4372	19297	10467
4373	19300	10462
4374	19303	10456
4375	19306	10451
4376	19309	10446
4377	19311	10441
4378	19314	10435
4379	19317	10430
4380	19320	10425
4381	19324	10420
4382	19327	10415
4383	19331	10410
4384	19334	10405
4385	19337	10400
4386	19340	10395
4387	19343	10390
4388	19346	10385
4389	19349	10380
4390	19353	10375
4391	19356	10370
4392	19360	10365
4393	19363	10360
4394	19367	10355
4395	19370	10350
4396	19374	10346
4397	19377	10340
4398	19380	10335
4399	19383	10330
4400	19386	10325
4401	19389	10320
4402	19394	10316
4403	19397	10311
4404	19400	10305
4405	19403	10300
4406	19406	10295
4407	19409	10290
4408	19412	10285
4409	19415	10280
4410	19417	10274
4411	19420	10269
4412	19423	10264
4413	19426	10259
4414	19429	10253
4415	19432	10248
4416	19436	10243
4417	19438	10238
4418	19441	10233
4419	19444	10228
4420	19448	10223
4421	19450	10218
4422	19453	10212
4423	19456	10207
4424	19459	10202
4425	19462	10197
4426	19464	10191
4427	19467	10186
4428	19469	10181
4429	19473	10176
4430	19525	10196
4431	19530	10192
4432	19558	10200
4433	19561	10195
4434	19564	10190
4435	19567	10185
4436	19570	10180
4437	19574	10175
4438	19577	10169
4439	19579	10164
4440	19582	10159
4441	19584	10154
4442	19589	10149
4443	19593	10145
4444	19596	10139
4445	19599	10134
4446	19602	10129
4447	19605	10124
4448	19608	10119
4449	19611	10114
4450	19614	10109
4451	19618	10104
4452	19621	10099
4453	19624	10094
4454	19627	10089
4455	19630	10083
4456	19633	10078
4457	19636	10073
4458	19639	10068
4459	19642	10063
4460	19644	10058
4461	19647	10052
4462	19650	10047
4463	19653	10042
4464	19656	10037
4465	19658	10031
4466	19662	10027
4467	19665	10022
4468	19668	10016
4469	19671	10011
4470	19674	10006
4471	19677	10001
4472	19679	9996
4473	19682	9990
4474	19685	9985
4475	19688	9980
4476	19691	9975
4477	19694	9970
4478	19697	9965
4479	19700	9960
4480	19703	9955
4481	19706	9949
4482	19709	9944
4483	19712	9939
4484	19715	9934
4485	19717	9929
4486	19720	9924
4487	19723	9918
4488	19726	9913
4489	19730	9908
4490	19733	9904
4491	19736	9899
4492	19739	9894
4493	19742	9888
4494	19745	9883
4495	19747	9878
4496	19749	9872
4497	19752	9867
4498	19755	9862
4499	19758	9857
4500	19761	9852
4501	19764	9847
4502	19767	9842
4503	19770	9836
4504	19773	9831
4505	19776	9826
4506	19778	9821
4507	19781	9816
4508	19783	9810
4509	19786	9805
4510	19788	9800
4511	19791	9795
4512	19794	9789
4513	19796	9784
4514	19799	9779
4515	19802	9773
4516	19805	9768
4517	19807	9763
4518	19810	9758
4519	19813	9753
4520	19816	9748
4521	19819	9743
4522	19823	9738
4523	19826	9733
4524	19829	9728
4525	19831	9723
4526	19834	9717
4527	19836	9712
4528	19840	9707
4529	19843	9702
4530	19846	9697
4531	19848	9692
4532	19850	9686
4533	19852	9681
4534	19855	9675
4535	19858	9670
4536	19860	9665
4537	19863	9660
4538	19866	9655
4539	19868	9650
4540	19871	9644
4541	19873	9639
4542	19875	9633
4543	19877	9628
4544	19880	9623
4545	19882	9617
4546	19884	9612
4547	19887	9606
4548	19889	9601
4549	19892	9596
4550	19894	9591
4551	19896	9585
4552	19899	9580
4553	19901	9574
4554	19903	9569
4555	19906	9564
4556	19908	9559
4557	19911	9553
4558	19913	9548
4559	19915	9542
4560	19917	9537
4561	19920	9532
4562	19922	9526
4563	19925	9521
4564	19926	9516
4565	19929	9510
4566	19931	9505
4567	19933	9500
4568	19936	9494
4569	19939	9489
4570	19941	9484
4571	19944	9479
4572	19946	9473
4573	19948	9468
4574	19950	9463
4575	19953	9457
4576	19955	9452
4577	19957	9447
4578	19960	9441
4579	19963	9436
4580	19966	9431
4581	19968	9426
4582	19970	9421
4583	19973	9415
4584	19975	9410
4585	19978	9405
4586	19980	9399
4587	19982	9394
4588	19984	9389
4589	19987	9383
4590	19990	9378
4591	19992	9373
4592	19995	9368
4593	19998	9363
4594	20001	9358
4595	20004	9353
4596	20006	9348
4597	20009	9343
4598	20012	9338
4599	20014	9332
4600	20017	9327
4601	20020	9322
4602	20022	9317
4603	20025	9312
4604	20028	9307
4605	20030	9302
4606	20032	9296
4607	20035	9291
4608	20037	9286
4609	20040	9281
4610	20042	9275
4611	20044	9270
4612	20047	9265
4613	20050	9260
4614	20052	9255
4615	20055	9249
4616	20058	9244
4617	20060	9239
4618	20062	9234
4619	20064	9228
4620	20066	9223
4621	20069	9218
4622	20071	9212
4623	20073	9207
4624	20076	9202
4625	20079	9197
4626	20081	9192
4627	20084	9187
4628	20087	9182
4629	20089	9177
4630	20092	9171
4631	20094	9166
4632	20097	9161
4633	20099	9156
4634	20102	9151
4635	20104	9145
4636	20106	9140
4637	20108	9135
4638	20110	9129
4639	20113	9124
4640	20115	9119
4641	20117	9114
4642	20119	9108
4643	20122	9103
4644	20124	9098
4645	20127	9093
4646	20129	9088
4647	20132	9083
4648	20135	9077
4649	20137	9072
4650	20139	9067
4651	20142	9062
4652	20147	9058
4653	20150	9053
4654	20153	9048
4655	20155	9043
4656	20158	9038
4657	20161	9033
4658	20164	9028
4659	20167	9023
4660	20169	9017
4661	20172	9013
4662	20175	9008
4663	20177	9002
4664	20179	8997
4665	20182	8992
4666	20184	8987
4667	20186	8981
4668	20189	8976
4669	20191	8971
4670	20193	8966
4671	20196	8961
4672	20198	8956
4673	20201	8950
4674	20204	8945
4675	20206	8940
4676	20209	8935
4677	20212	8930
4678	20214	8925
4679	20217	8920
4680	20219	8915
4681	20222	8910
4682	20225	8905
4683	20227	8900
4684	20229	8895
4685	20232	8890
4686	20235	8885
4687	20238	8880
4688	20241	8875
4689	20243	8870
4690	20246	8865
4691	20249	8860
4692	20252	8855
4693	20254	8850
4694	20257	8845
4695	20260	8840
4696	20262	8834
4697	20265	8829
4698	20267	8824
4699	20269	8819
4700	20272	8814
4701	20274	8809
4702	20276	8804
4703	20279	8798
4704	20281	8793
4705	20283	8788
4706	20285	8783
4707	20288	8778
4708	20290	8772
4709	20293	8767
4710	20295	8762
4711	20298	8757
4712	20300	8752
4713	20302	8747
4714	20305	8742
4715	20308	8737
4716	20310	8732
4717	20313	8727
4718	20316	8722
4719	20318	8717
4720	20320	8712
4721	20323	8706
4722	20326	8701
4723	20330	8697
4724	20333	8692
4725	20336	8687
4726	20338	8682
4727	20341	8677
4728	20343	8672
4729	20347	8667
4730	20349	8662
4731	20351	8657
4732	20354	8652
4733	20357	8647
4734	20359	8642
4735	20362	8637
4736	20364	8632
4737	20367	8627
4738	20369	8622
4739	20372	8617
4740	20374	8612
4741	20377	8607
4742	20379	8602
4743	20382	8597
4744	20385	8592
4745	20387	8587
4746	20390	8582
4747	20392	8577
4748	20395	8572
4749	20397	8567
4750	20400	8562
4751	20403	8557
4752	20405	8552
4753	20407	8546
4754	20410	8541
4755	20412	8536
4756	20414	8531
4757	20417	8526
4758	20419	8521
4759	20422	8516
4760	20425	8511
4761	20427	8506
4762	20434	8503
4763	20436	8498
4764	20438	8492
4765	20441	8487
4766	20444	8483
4767	20447	8478
4768	20450	8473
4769	20452	8468
4770	20455	8463
4771	20458	8458
4772	20460	8453
4773	20462	8448
4774	20465	8443
4775	20467	8438
4776	20469	8432
4777	20471	8427
4778	20474	8422
4779	20476	8417
4780	20480	8413
4781	20482	8408
4782	20485	8403
4783	20487	8398
4784	20490	8393
4785	20493	8388
